PAPEL,Ano,P/L,P/RECEITA (PSR),P/VP,DIVIDEND YIELD (DY),PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,Rentab_1M,Rentab_3M,Rentab_1A,Rentab_2A,Rentab_5A,Rentab_10A
MRVE,2023,-211.99,0.85,0.94,"0,00%","0,00%","-0,40%","22,71%","0,94%","2,74%",67.70,196.98,31.09,90.47,0.25,1.05,-0.47,11.98,-0.05,0.30,"-0,44%","0,10%","-0,07%",36.60,106.50,1.16,0.27,0.70,2.07,"6,52%",-%,R$ 3.996.069.000,R$ 11.525.545.000,R$ 5.158.009.000,562.826.000,R$ 27.411.776.000,R$ 14.896.393.000,R$ 7.852.042.000,R$ 7.529.476.000,R$ 322.566.000,Novo Mercado,"66,65%","100,00%",R$ 64.744.000,Consumo Cíclico,Incorporações,"19,33%","38,94%","-4,83%","-44,14%","-57,83%","54,28%"
MRVE,2022,-21.12,0.64,0.73,"5,21%","-109,95%","-3,05%","19,68%","5,28%","9,59%",17.24,31.33,6.72,12.21,0.19,0.82,-0.35,10.35,-0.36,0.29,"-3,48%","0,76%","-0,66%",10.52,19.12,1.27,0.26,0.71,2.03,"6,86%",-%,R$ 3.996.069.000,R$ 11.525.545.000,R$ 5.158.009.000,562.826.000,R$ 27.411.776.000,R$ 14.896.393.000,R$ 7.852.042.000,R$ 7.529.476.000,R$ 322.566.000,Novo Mercado,"66,65%","100,00%",R$ 64.744.000,Consumo Cíclico,Incorporações,"19,33%","38,94%","-4,83%","-44,14%","-57,83%","54,28%"
MRVE,2021,8.39,0.95,1.10,"5,33%","44,75%","11,31%","25,86%","16,03%","18,58%",8.35,9.67,5.11,5.92,0.33,1.23,-0.62,10.87,1.43,0.35,"13,15%","7,61%","4,46%",3.24,3.75,0.86,0.30,0.67,2.40,"10,87%","10,13%",R$ 3.996.069.000,R$ 11.525.545.000,R$ 5.158.009.000,562.826.000,R$ 27.411.776.000,R$ 14.896.393.000,R$ 7.852.042.000,R$ 7.529.476.000,R$ 322.566.000,Novo Mercado,"66,65%","100,00%",R$ 64.744.000,Consumo Cíclico,Incorporações,"19,33%","38,94%","-4,83%","-44,14%","-57,83%","54,28%"
MRVE,2020,19.39,1.60,1.88,"1,95%","37,87%","8,28%","28,21%","10,74%","13,09%",16.36,19.95,12.26,14.94,0.59,2.16,-1.12,10.08,0.98,0.37,"9,70%","5,57%","3,44%",4.10,5.00,0.82,0.31,0.67,2.37,"6,89%","2,55%",R$ 3.996.069.000,R$ 11.525.545.000,R$ 5.158.009.000,562.826.000,R$ 27.411.776.000,R$ 14.896.393.000,R$ 7.852.042.000,R$ 7.529.476.000,R$ 322.566.000,Novo Mercado,"66,65%","100,00%",R$ 64.744.000,Consumo Cíclico,Incorporações,"19,33%","38,94%","-4,83%","-44,14%","-57,83%","54,28%"
PDGR,Atual,-0.01,0.04,-,-,-,"-339,10%","20,50%","-67,87%","-67,58%",-4.26,-4.24,-0.06,-0.06,0.01,-0.01,-0.03,-115.52,-15.96,0.27,"-13,82%","6,03%","-93,39%",-4.20,-4.19,-0.12,-6.67,7.81,0.33,"-7,67%",-,R$ 5.344.000,R$ 402.232.000,R$ -3.429.785.000,29.691.000,R$ 514.542.000,R$ 345.337.000,R$ 426.572.000,R$ 396.888.000,R$ 29.684.000,Novo Mercado,"99,95%","100,00%",R$ 156.000,Consumo Cíclico,Incorporações,"-18,18%","-64,00%","-99,15%","-99,97%","-100,00%","0,00%"
PDGR,2024,-0.09,0.31,-0.01,"0,00%","0,00%","-355,44%","2,56%","-127,25%","-126,79%",-2.78,-2.77,-0.24,-0.24,0.07,-0.05,-0.18,-0.88,-0.11,0.22,"-13,07%","7,47%","-81,10%",-2.53,-2.52,-0.13,-6.10,7.23,0.32,"-16,76%",-%,R$ 5.344.000,R$ 402.232.000,R$ -3.429.785.000,29.691.000,R$ 514.542.000,R$ 345.337.000,R$ 426.572.000,R$ 396.888.000,R$ 29.684.000,Novo Mercado,"99,95%","100,00%",R$ 156.000,Consumo Cíclico,Incorporações,"-18,18%","-64,00%","-99,15%","-99,97%","-100,00%","0,00%"
PDGR,2023,1.49,18.20,-0.51,"0,00%","0,00%","1.224,62%","41,88%","-581,13%","-580,32%",-3.45,-3.45,-3.14,-3.13,2.49,-2.99,-7.53,-0.88,0.30,0.14,"-34,57%","21,68%","167,16%",-0.32,-0.32,-0.07,-4.85,5.95,0.45,"-15,54%",-%,R$ 5.344.000,R$ 402.232.000,R$ -3.429.785.000,29.691.000,R$ 514.542.000,R$ 345.337.000,R$ 426.572.000,R$ 396.888.000,R$ 29.684.000,Novo Mercado,"99,95%","100,00%",R$ 156.000,Consumo Cíclico,Incorporações,"-18,18%","-64,00%","-99,15%","-99,97%","-100,00%","0,00%"
PDGR,2022,-567.74,373.24,-9.23,"0,00%","0,00%","-65,74%","26,31%","-50,68%","-49,55%",-773.25,-755.94,-753.30,-736.43,37.91,-17.93,-182.31,-0.01,-0.00,0.10,"-1,63%","11,29%","-7,05%",-19.95,-19.50,-0.26,-4.11,5.16,0.27,"-23,59%",-%,R$ 5.344.000,R$ 402.232.000,R$ -3.429.785.000,29.691.000,R$ 514.542.000,R$ 345.337.000,R$ 426.572.000,R$ 396.888.000,R$ 29.684.000,Novo Mercado,"99,95%","100,00%",R$ 156.000,Consumo Cíclico,Incorporações,"-18,18%","-64,00%","-99,15%","-99,97%","-100,00%","0,00%"
PDGR,2021,-3966.89,1165.81,-98.00,"0,00%","0,00%","-29,39%","19,23%","-81,42%","-81,26%",-1437.63,-1434.77,-1434.72,-1431.87,395.77,-255.51,-1835.05,-0.01,-0.00,0.34,"-2,47%","8,99%","-9,52%",-2.91,-2.91,-0.22,-4.04,5.09,0.34,"11,86%",-%,R$ 5.344.000,R$ 402.232.000,R$ -3.429.785.000,29.691.000,R$ 514.542.000,R$ 345.337.000,R$ 426.572.000,R$ 396.888.000,R$ 29.684.000,Novo Mercado,"99,95%","100,00%",R$ 156.000,Consumo Cíclico,Incorporações,"-18,18%","-64,00%","-99,15%","-99,97%","-100,00%","0,00%"
PDGR,2020,-3232.75,7059.45,-276.35,"0,00%","0,00%","-218,37%","34,31%","-132,94%","-131,57%",-5369.63,-5314.53,-5365.46,-5310.40,849.25,-666.67,-4034.88,-0.01,-0.00,0.12,"-8,55%","8,13%","-26,39%",-4.17,-4.13,-0.24,-3.07,4.11,0.38,"-35,22%",-%,R$ 5.344.000,R$ 402.232.000,R$ -3.429.785.000,29.691.000,R$ 514.542.000,R$ 345.337.000,R$ 426.572.000,R$ 396.888.000,R$ 29.684.000,Novo Mercado,"99,95%","100,00%",R$ 156.000,Consumo Cíclico,Incorporações,"-18,18%","-64,00%","-99,15%","-99,97%","-100,00%","0,00%"
PLPL,Atual,7.47,0.96,2.93,"7,71%","57,48%","12,84%","33,16%","17,90%","18,20%",5.63,5.73,5.27,5.36,0.88,1.42,-5.47,4.46,1.75,0.91,"39,24%","26,06%","13,79%",0.36,0.37,0.81,0.30,0.68,3.74,"16,51%","18,30%",R$ 2.655.328.000,R$ 2.839.365.000,R$ 911.158.000,204.256.000,R$ 3.049.801.000,R$ 2.561.497.000,R$ 737.803.000,R$ 184.037.000,R$ 553.766.000,Novo Mercado,"26,62%","100,00%",R$ 11.189.000,Financeiro,Intermediação Imobiliária,"-5,45%","-8,77%","21,30%","48,84%","0,00%","0,00%"
PLPL,2024,5.45,0.72,2.21,"5,50%","29,96%","13,28%","33,07%","17,29%","17,45%",3.83,3.86,4.15,4.18,0.73,1.17,-4.81,4.15,1.68,1.00,"40,58%","27,29%","15,13%",-0.32,-0.32,0.69,0.33,0.65,3.69,-%,-%,R$ 2.655.328.000,R$ 2.839.365.000,R$ 911.158.000,204.256.000,R$ 3.049.801.000,R$ 2.561.497.000,R$ 737.803.000,R$ 184.037.000,R$ 553.766.000,Novo Mercado,"26,62%","100,00%",R$ 11.189.000,Financeiro,Intermediação Imobiliária,"-5,45%","-8,77%","21,30%","48,84%","0,00%","0,00%"
PLPL,2023,8.88,1.15,3.87,"1,37%","12,18%","12,96%","33,94%","15,35%","15,66%",7.24,7.38,7.35,7.50,1.17,2.22,-7.76,3.02,1.31,1.02,"43,52%","26,92%","13,46%",-0.12,-0.12,0.63,0.30,0.68,2.63,-%,-%,R$ 2.655.328.000,R$ 2.839.365.000,R$ 911.158.000,204.256.000,R$ 3.049.801.000,R$ 2.561.497.000,R$ 737.803.000,R$ 184.037.000,R$ 553.766.000,Novo Mercado,"26,62%","100,00%",R$ 11.189.000,Financeiro,Intermediação Imobiliária,"-5,45%","-8,77%","21,30%","48,84%","0,00%","0,00%"
PLPL,2022,6.08,0.54,1.99,"4,05%","24,63%","8,96%","28,81%","10,85%","12,31%",5.48,6.21,4.43,5.02,0.50,0.79,-4.89,2.00,0.65,0.92,"32,79%","13,62%","8,17%",1.05,1.19,1.31,0.25,0.75,3.44,-%,-%,R$ 2.655.328.000,R$ 2.839.365.000,R$ 911.158.000,204.256.000,R$ 3.049.801.000,R$ 2.561.497.000,R$ 737.803.000,R$ 184.037.000,R$ 553.766.000,Novo Mercado,"26,62%","100,00%",R$ 11.189.000,Financeiro,Intermediação Imobiliária,"-5,45%","-8,77%","21,30%","48,84%","0,00%","0,00%"
PLPL,2021,4.78,0.51,2.21,"6,20%","29,61%","10,63%","31,21%","12,88%","12,94%",4.62,4.64,3.92,3.94,0.51,0.71,-5.19,1.43,0.66,1.00,"46,19%","19,61%","10,65%",0.70,0.70,1.39,0.23,0.75,4.78,-%,-%,R$ 2.655.328.000,R$ 2.839.365.000,R$ 911.158.000,204.256.000,R$ 3.049.801.000,R$ 2.561.497.000,R$ 737.803.000,R$ 184.037.000,R$ 553.766.000,Novo Mercado,"26,62%","100,00%",R$ 11.189.000,Financeiro,Intermediação Imobiliária,"-5,45%","-8,77%","21,30%","48,84%","0,00%","0,00%"
PLPL,2020,8.55,1.20,7.32,"0,00%","0,00%","14,00%","36,92%","11,61%","17,49%",7.23,10.89,6.85,10.31,1.61,2.06,-27.76,1.04,0.89,1.35,"85,57%","25,96%","18,89%",0.38,0.57,1.37,0.22,0.76,5.92,-%,-%,R$ 2.655.328.000,R$ 2.839.365.000,R$ 911.158.000,204.256.000,R$ 3.049.801.000,R$ 2.561.497.000,R$ 737.803.000,R$ 184.037.000,R$ 553.766.000,Novo Mercado,"26,62%","100,00%",R$ 11.189.000,Financeiro,Intermediação Imobiliária,"-5,45%","-8,77%","21,30%","48,84%","0,00%","0,00%"
RDNI,Atual,-0.68,0.22,0.48,-,-,"-33,02%","16,57%","0,57%","1,95%",71.78,246.88,11.44,39.36,0.07,0.37,-0.14,4.45,-3.18,0.32,"-71,56%","-1,44%","-10,14%",60.33,207.52,2.82,0.15,0.84,1.63,"5,89%",-,R$ 91.041.000,R$ 587.233.000,R$ 194.587.000,43.769.000,R$ 1.334.680.000,R$ 656.846.000,R$ 548.227.000,R$ 496.192.000,R$ 52.035.000,Novo Mercado,"34,36%","100,00%",R$ 4.000,Consumo Cíclico,Incorporações,"-9,96%","-24,09%","-33,97%","-62,18%","-78,39%","-48,75%"
RDNI,2024,-0.63,0.17,0.33,"0,00%","0,00%","-26,21%","15,49%","5,02%","6,26%",18.60,23.17,2.65,3.30,0.06,0.36,-0.09,6.13,-3.24,0.34,"-52,85%","1,29%","-8,47%",15.95,19.87,2.17,0.17,0.82,1.62,"11,10%",-%,R$ 91.041.000,R$ 587.233.000,R$ 194.587.000,43.769.000,R$ 1.334.680.000,R$ 656.846.000,R$ 548.227.000,R$ 496.192.000,R$ 52.035.000,Novo Mercado,"34,36%","100,00%",R$ 4.000,Consumo Cíclico,Incorporações,"-9,96%","-24,09%","-33,97%","-62,18%","-78,39%","-48,75%"
RDNI,2023,-1.04,0.50,0.45,"3,13%","-4,55%","-48,34%","10,43%","-28,28%","-27,10%",-6.97,-6.68,-1.85,-1.78,0.10,0.53,-0.19,10.17,-4.43,0.21,"-43,52%","-11,89%","-10,13%",-5.12,-4.90,1.44,0.23,0.76,1.83,"17,03%",-%,R$ 91.041.000,R$ 587.233.000,R$ 194.587.000,43.769.000,R$ 1.334.680.000,R$ 656.846.000,R$ 548.227.000,R$ 496.192.000,R$ 52.035.000,Novo Mercado,"34,36%","100,00%",R$ 4.000,Consumo Cíclico,Incorporações,"-9,96%","-24,09%","-33,97%","-62,18%","-78,39%","-48,75%"
RDNI,2022,14.13,0.45,0.47,"0,83%","0,00%","3,20%","24,84%","7,42%","6,88%",19.21,17.81,6.57,6.09,0.14,1.10,-0.21,14.62,0.49,0.30,"3,34%","2,38%","1,43%",12.64,11.71,1.02,0.29,0.70,1.58,"18,15%",-%,R$ 91.041.000,R$ 587.233.000,R$ 194.587.000,43.769.000,R$ 1.334.680.000,R$ 656.846.000,R$ 548.227.000,R$ 496.192.000,R$ 52.035.000,Novo Mercado,"34,36%","100,00%",R$ 4.000,Consumo Cíclico,Incorporações,"-9,96%","-24,09%","-33,97%","-62,18%","-78,39%","-48,75%"
RDNI,2021,52.71,0.94,0.72,"0,10%","5,16%","1,79%","24,90%","4,19%","4,47%",43.35,46.30,21.09,22.53,0.23,0.93,-0.45,14.26,0.19,0.24,"1,36%","0,52%","0,77%",22.26,23.78,0.85,0.32,0.67,2.03,"4,17%",-%,R$ 91.041.000,R$ 587.233.000,R$ 194.587.000,43.769.000,R$ 1.334.680.000,R$ 656.846.000,R$ 548.227.000,R$ 496.192.000,R$ 52.035.000,Novo Mercado,"34,36%","100,00%",R$ 4.000,Consumo Cíclico,Incorporações,"-9,96%","-24,09%","-33,97%","-62,18%","-78,39%","-48,75%"
RDNI,2020,346.59,1.61,0.82,"0,08%","26,96%","0,46%","21,11%","3,85%","1,64%",168.45,71.86,97.98,41.79,0.32,1.73,-0.52,14.11,0.03,0.20,"0,24%","0,29%","0,27%",70.48,30.06,0.70,0.39,0.60,1.97,"-10,69%","-15,50%",R$ 91.041.000,R$ 587.233.000,R$ 194.587.000,43.769.000,R$ 1.334.680.000,R$ 656.846.000,R$ 548.227.000,R$ 496.192.000,R$ 52.035.000,Novo Mercado,"34,36%","100,00%",R$ 4.000,Consumo Cíclico,Incorporações,"-9,96%","-24,09%","-33,97%","-62,18%","-78,39%","-48,75%"
RSID,Atual,0.15,0.48,-0.04,-,-,"327,60%","28,74%","-311,91%","-311,65%",-1.49,-1.49,-0.15,-0.15,0.08,-0.13,-0.16,-47.95,13.63,0.17,"-28,42%","101,01%","54,92%",-1.34,-1.34,-0.39,-1.93,2.93,0.45,"2,06%",-,R$ 40.341.000,R$ 391.999.000,R$ -972.058.000,20.272.000,R$ 503.144.000,R$ 252.399.000,R$ 379.602.000,R$ 351.658.000,R$ 27.944.000,Novo Mercado,"94,94%","100,00%",R$ 12.000,Consumo Cíclico,Incorporações,"-3,40%","3,65%","-49,49%","-55,38%","-66,55%","-37,81%"
RSID,2023,0.32,8.22,-0.10,"0,00%","0,00%","2.582,30%","-130,55%","-3.559,43%","-3.550,10%",-1.06,-1.05,-0.23,-0.23,0.15,-0.17,-0.35,-42.03,12.63,0.02,"-30,06%","127,06%","46,68%",-0.82,-0.82,-0.36,-1.57,2.57,0.39,"-37,89%",-%,R$ 40.341.000,R$ 391.999.000,R$ -972.058.000,20.272.000,R$ 503.144.000,R$ 252.399.000,R$ 379.602.000,R$ 351.658.000,R$ 27.944.000,Novo Mercado,"94,94%","100,00%",R$ 12.000,Consumo Cíclico,Incorporações,"-3,40%","3,65%","-49,49%","-55,38%","-66,55%","-37,81%"
RSID,2022,-0.13,-1.54,-0.05,"0,00%","0,00%","1.140,37%","98,56%","970,08%","966,52%",-1.77,-1.77,-0.16,-0.16,0.09,-0.05,-0.19,-54.68,-21.04,-0.06,"-38,48%","71,89%","-65,61%",-1.61,-1.61,-0.53,-1.65,2.65,0.26,-%,-%,R$ 40.341.000,R$ 391.999.000,R$ -972.058.000,20.272.000,R$ 503.144.000,R$ 252.399.000,R$ 379.602.000,R$ 351.658.000,R$ 27.944.000,Novo Mercado,"94,94%","100,00%",R$ 12.000,Consumo Cíclico,Incorporações,"-3,40%","3,65%","-49,49%","-55,38%","-66,55%","-37,81%"
RSID,2021,-1.01,3.23,-0.27,"0,00%","0,00%","-320,90%","-23,01%","-454,54%","-443,81%",-2.98,-2.91,-0.73,-0.71,0.15,-0.16,-0.23,-35.73,-9.41,0.05,"-26,33%","256,12%","-14,91%",-2.25,-2.20,-0.83,-0.57,1.57,0.27,"-35,64%",-%,R$ 40.341.000,R$ 391.999.000,R$ -972.058.000,20.272.000,R$ 503.144.000,R$ 252.399.000,R$ 379.602.000,R$ 351.658.000,R$ 27.944.000,Novo Mercado,"94,94%","100,00%",R$ 12.000,Consumo Cíclico,Incorporações,"-3,40%","3,65%","-49,49%","-55,38%","-66,55%","-37,81%"
RSID,2020,9.00,1.76,-0.25,"0,00%","0,00%","19,61%","44,55%","-499,49%","-492,52%",-2.57,-2.54,-0.36,-0.35,0.08,-0.11,-0.13,-26.32,0.74,0.05,"-2,80%","-124,37%","-0,55%",-2.21,-2.18,-1.65,-0.33,1.34,0.33,"-42,63%",-%,R$ 40.341.000,R$ 391.999.000,R$ -972.058.000,20.272.000,R$ 503.144.000,R$ 252.399.000,R$ 379.602.000,R$ 351.658.000,R$ 27.944.000,Novo Mercado,"94,94%","100,00%",R$ 12.000,Consumo Cíclico,Incorporações,"-3,40%","3,65%","-49,49%","-55,38%","-66,55%","-37,81%"
TCSA,Atual,-0.72,0.42,0.37,-,-,"-57,81%","-20,85%","-40,32%","-37,58%",-5.80,-5.41,-1.11,-1.03,0.10,-0.30,-0.15,4.34,-2.22,0.25,"-51,23%","-13,79%","-14,32%",-4.69,-4.37,1.79,0.28,0.72,0.46,"9,39%",-,R$ 114.109.000,R$ 613.100.000,R$ 319.278.000,73.619.000,R$ 1.147.146.000,R$ 339.408.000,R$ 572.618.000,R$ 498.991.000,R$ 73.627.000,Novo Mercado,"61,24%","100,00%",R$ 117.000,Consumo Cíclico,Incorporações,"-13,89%","26,02%","-25,12%","-57,53%","-85,28%","-94,36%"
TCSA,2024,-0.62,0.20,0.24,"0,00%","0,00%","-31,54%","-8,14%","-22,83%","-21,41%",-6.04,-5.66,-0.91,-0.86,0.07,0.66,-0.12,5.19,-2.02,0.35,"-38,82%","-11,32%","-11,28%",-5.12,-4.81,1.77,0.29,0.71,1.34,"5,16%",-%,R$ 114.109.000,R$ 613.100.000,R$ 319.278.000,73.619.000,R$ 1.147.146.000,R$ 339.408.000,R$ 572.618.000,R$ 498.991.000,R$ 73.627.000,Novo Mercado,"61,24%","100,00%",R$ 117.000,Consumo Cíclico,Incorporações,"-13,89%","26,02%","-25,12%","-57,53%","-85,28%","-94,36%"
TCSA,2023,-5.27,0.65,0.55,"0,00%","0,00%","-12,37%","4,60%","-7,58%","-6,09%",-33.06,-26.59,-10.70,-8.60,0.19,0.82,-0.38,7.26,-0.76,0.30,"-10,51%","-3,69%","-3,62%",-22.36,-17.99,1.35,0.35,0.65,1.93,"20,87%",-%,R$ 114.109.000,R$ 613.100.000,R$ 319.278.000,73.619.000,R$ 1.147.146.000,R$ 339.408.000,R$ 572.618.000,R$ 498.991.000,R$ 73.627.000,Novo Mercado,"61,24%","100,00%",R$ 117.000,Consumo Cíclico,Incorporações,"-13,89%","26,02%","-25,12%","-57,53%","-85,28%","-94,36%"
TCSA,2022,185.80,0.82,0.31,"0,00%","0,00%","0,44%","11,73%","9,56%","0,13%",2142.16,28.34,650.30,8.60,0.12,0.31,-0.26,8.45,0.01,0.15,"0,17%","1,20%","0,14%",1491.86,19.73,1.04,0.39,0.61,3.64,"-5,08%",-%,R$ 114.109.000,R$ 613.100.000,R$ 319.278.000,73.619.000,R$ 1.147.146.000,R$ 339.408.000,R$ 572.618.000,R$ 498.991.000,R$ 73.627.000,Novo Mercado,"61,24%","100,00%",R$ 117.000,Consumo Cíclico,Incorporações,"-13,89%","26,02%","-25,12%","-57,53%","-85,28%","-94,36%"
TCSA,2021,-1.44,1.82,0.45,"0,00%","0,00%","-126,21%","5,61%","-87,52%","-105,31%",-4.23,-5.09,-1.72,-2.07,0.17,0.51,-0.34,8.02,-2.51,0.09,"-31,30%","-11,51%","-11,93%",-2.51,-3.02,0.95,0.38,0.58,3.14,"-15,57%",-%,R$ 114.109.000,R$ 613.100.000,R$ 319.278.000,73.619.000,R$ 1.147.146.000,R$ 339.408.000,R$ 572.618.000,R$ 498.991.000,R$ 73.627.000,Novo Mercado,"61,24%","100,00%",R$ 117.000,Consumo Cíclico,Incorporações,"-13,89%","26,02%","-25,12%","-57,53%","-85,28%","-94,36%"
TCSA,2020,-4.46,4.07,0.95,"0,00%","0,00%","-91,25%","-8,95%","-78,92%","-99,23%",-5.64,-7.09,-4.10,-5.16,0.42,1.82,-0.71,10.54,-2.24,0.10,"-21,25%","-11,46%","-9,57%",-1.54,-1.93,0.67,0.44,0.55,2.35,"-32,32%",-%,R$ 114.109.000,R$ 613.100.000,R$ 319.278.000,73.619.000,R$ 1.147.146.000,R$ 339.408.000,R$ 572.618.000,R$ 498.991.000,R$ 73.627.000,Novo Mercado,"61,24%","100,00%",R$ 117.000,Consumo Cíclico,Incorporações,"-13,89%","26,02%","-25,12%","-57,53%","-85,28%","-94,36%"
TEND,Atual,6.86,0.73,2.25,"2,69%","5,43%","10,69%","29,38%","11,13%","13,15%",6.48,7.65,5.57,6.58,0.45,1.43,-1.20,9.58,3.14,0.62,"32,79%","15,52%","6,45%",0.90,1.07,1.01,0.20,0.80,2.03,"9,66%","13,55%",R$ 2.550.512.000,R$ 2.979.978.000,R$ 1.179.662.000,123.094.000,R$ 5.850.578.000,R$ 3.647.393.000,R$ 1.190.673.000,R$ 429.466.000,R$ 761.207.000,Novo Mercado,"98,69%","100,00%",R$ 38.443.000,Consumo Cíclico,Incorporações,"-7,83%","-3,63%","53,76%","70,92%","-34,72%","0,00%"
TEND,2024,14.39,0.47,1.62,"1,37%","0,00%","3,24%","27,14%","8,99%","11,11%",5.20,6.42,4.20,5.19,0.29,1.23,-0.71,7.69,0.86,0.61,"11,24%","12,57%","1,88%",1.00,1.23,1.28,0.18,0.82,1.64,"10,99%","-17,56%",R$ 2.550.512.000,R$ 2.979.978.000,R$ 1.179.662.000,123.094.000,R$ 5.850.578.000,R$ 3.647.393.000,R$ 1.190.673.000,R$ 429.466.000,R$ 761.207.000,Novo Mercado,"98,69%","100,00%",R$ 38.443.000,Consumo Cíclico,Incorporações,"-7,83%","-3,63%","53,76%","70,92%","-34,72%","0,00%"
TEND,2023,-19.05,0.63,2.12,"0,00%","0,00%","-3,30%","20,96%","2,50%","4,63%",17.50,32.36,13.58,25.12,0.40,1.85,-0.91,6.98,-0.78,0.64,"-11,15%","1,34%","-2,26%",3.92,7.24,1.45,0.19,0.81,1.64,"11,54%",-%,R$ 2.550.512.000,R$ 2.979.978.000,R$ 1.179.662.000,123.094.000,R$ 5.850.578.000,R$ 3.647.393.000,R$ 1.190.673.000,R$ 429.466.000,R$ 761.207.000,Novo Mercado,"98,69%","100,00%",R$ 38.443.000,Consumo Cíclico,Incorporações,"-7,83%","-3,63%","53,76%","70,92%","-34,72%","0,00%"
TEND,2022,-0.95,0.22,0.73,"0,00%","0,00%","-22,69%","11,39%","-13,09%","-10,62%",-5.18,-4.20,-2.03,-1.64,0.13,0.98,-0.25,5.79,-4.45,0.58,"-76,84%","-16,43%","-13,46%",-3.15,-2.56,2.08,0.17,0.83,1.36,"12,18%",-%,R$ 2.550.512.000,R$ 2.979.978.000,R$ 1.179.662.000,123.094.000,R$ 5.850.578.000,R$ 3.647.393.000,R$ 1.190.673.000,R$ 429.466.000,R$ 761.207.000,Novo Mercado,"98,69%","100,00%",R$ 38.443.000,Consumo Cíclico,Incorporações,"-7,83%","-3,63%","53,76%","70,92%","-34,72%","0,00%"
TEND,2021,-10.74,0.81,1.71,"1,06%","-11,43%","-7,54%","17,77%","-3,56%","-1,81%",-46.82,-23.76,-44.83,-22.75,0.46,1.34,-1.27,9.78,-1.56,0.57,"-15,91%","-5,25%","-4,43%",-1.99,-1.01,1.16,0.27,0.73,2.20,"19,26%",-%,R$ 2.550.512.000,R$ 2.979.978.000,R$ 1.179.662.000,123.094.000,R$ 5.850.578.000,R$ 3.647.393.000,R$ 1.190.673.000,R$ 429.466.000,R$ 761.207.000,Novo Mercado,"98,69%","100,00%",R$ 38.443.000,Consumo Cíclico,Incorporações,"-7,83%","-3,63%","53,76%","70,92%","-34,72%","0,00%"
TEND,2020,18.55,1.63,2.45,"1,63%","30,33%","8,78%","31,12%","11,59%","12,91%",12.11,13.48,12.61,14.04,0.88,2.41,-2.51,12.33,1.63,0.54,"13,20%","8,33%","4,71%",-0.50,-0.56,0.76,0.36,0.64,2.27,"21,81%","46,40%",R$ 2.550.512.000,R$ 2.979.978.000,R$ 1.179.662.000,123.094.000,R$ 5.850.578.000,R$ 3.647.393.000,R$ 1.190.673.000,R$ 429.466.000,R$ 761.207.000,Novo Mercado,"98,69%","100,00%",R$ 38.443.000,Consumo Cíclico,Incorporações,"-7,83%","-3,63%","53,76%","70,92%","-34,72%","0,00%"
TRIS,Atual,6.10,0.95,0.80,"4,56%","37,29%","15,48%","30,86%","16,50%","18,52%",6.77,7.60,5.10,5.73,0.37,0.66,-2.84,8.23,1.07,0.39,"13,02%","7,06%","6,25%",1.67,1.87,0.63,0.47,0.53,2.81,"7,99%","2,29%",R$ 1.198.084.000,R$ 1.596.338.000,R$ 1.534.996.000,186.617.000,R$ 3.292.028.000,R$ 2.862.338.000,R$ 965.427.000,R$ 398.254.000,R$ 567.173.000,Novo Mercado,"38,37%","100,00%",R$ 1.918.000,Consumo Cíclico,Incorporações,"1,90%","-4,89%","36,94%","20,32%","-38,73%","204,93%"
TRIS,2024,4.80,0.61,0.56,"4,48%","21,50%","12,74%","27,83%","14,87%","16,71%",5.31,5.97,3.66,4.11,0.27,0.46,-1.06,7.82,0.92,0.44,"11,76%","7,26%","5,75%",1.65,1.86,0.56,0.48,0.51,4.74,"11,01%","2,97%",R$ 1.198.084.000,R$ 1.596.338.000,R$ 1.534.996.000,186.617.000,R$ 3.292.028.000,R$ 2.862.338.000,R$ 965.427.000,R$ 398.254.000,R$ 567.173.000,Novo Mercado,"38,37%","100,00%",R$ 1.918.000,Consumo Cíclico,Incorporações,"1,90%","-4,89%","36,94%","20,32%","-38,73%","204,93%"
